index,MODEL,RESIDUAL MODEL,INPUTS,BEST LAG,R2 OSA TRAIN,R2 FS TRAIN,RMSE OSA TRAIN,RMSE FS TRAIN,R2 OSA TOTAL,R2 FS TOTAL,RMSE OSA TOTAL,RMSE FS TOTAL,TIME MEAN
287,PolyReg,GradientBoosting,SISO+Residuals,9,0.872,0.42,0.094,0.201,0.841,0.43,0.109,0.206,0.726
146,RandomForest,RandomForest,SISO+Residuals,5,0.903,0.459,0.082,0.194,0.855,0.43,0.104,0.206,0.355
393,KNN,SVM,SISO+Residuals,12,0.86,0.46,0.099,0.194,0.745,0.429,0.138,0.207,0.001
148,RandomForest,ExtraTrees,SISO+Residuals,5,0.888,0.451,0.088,0.195,0.848,0.428,0.107,0.207,0.266
85,MLP,DecisionTree,SISO+Residuals,4,0.815,0.382,0.113,0.207,0.802,0.427,0.122,0.207,0.53
238,RandomForest,ExtraTrees,SISO+Residuals,6,0.894,0.469,0.086,0.192,0.852,0.426,0.105,0.207,0.09
219,KNN,MLP,SISO+Residuals,6,0.996,0.465,0.016,0.193,0.876,0.426,0.096,0.207,7.061
211,KNN,LinReg,SISO+Residuals,6,0.996,0.464,0.016,0.193,0.876,0.426,0.096,0.207,0.003
216,KNN,RandomForest,SISO+Residuals,6,0.996,0.464,0.016,0.193,0.877,0.426,0.096,0.207,0.018
215,KNN,DecisionTree,SISO+Residuals,6,0.996,0.464,0.016,0.193,0.877,0.426,0.096,0.207,0.002
72,ExtraTrees,PolyReg,SISO+Residuals,4,0.922,0.453,0.074,0.195,0.863,0.426,0.101,0.207,0.103
34,KNN,KNN,SISO+Residuals,4,0.996,0.407,0.017,0.203,0.904,0.426,0.085,0.207,0.002
212,KNN,PolyReg,SISO+Residuals,6,0.996,0.463,0.016,0.193,0.872,0.426,0.098,0.207,0.01
235,RandomForest,DecisionTree,SISO+Residuals,6,0.895,0.47,0.086,0.192,0.852,0.426,0.105,0.207,0.17
31,KNN,LinReg,SISO+Residuals,4,0.996,0.408,0.016,0.203,0.904,0.425,0.085,0.207,0.003
39,KNN,MLP,SISO+Residuals,4,0.996,0.408,0.016,0.203,0.904,0.425,0.085,0.207,5.161
218,KNN,ExtraTrees,SISO+Residuals,6,0.996,0.463,0.017,0.193,0.877,0.425,0.096,0.207,0.109
214,KNN,KNN,SISO+Residuals,6,0.996,0.463,0.017,0.193,0.877,0.425,0.096,0.207,0.002
217,KNN,GradientBoosting,SISO+Residuals,6,0.996,0.463,0.017,0.193,0.877,0.425,0.096,0.207,0.023
36,KNN,RandomForest,SISO+Residuals,4,0.996,0.407,0.016,0.203,0.904,0.425,0.085,0.207,0.13
32,KNN,PolyReg,SISO+Residuals,4,0.996,0.407,0.016,0.203,0.903,0.425,0.085,0.207,0.005
37,KNN,GradientBoosting,SISO+Residuals,4,0.996,0.407,0.017,0.203,0.904,0.425,0.085,0.207,0.024
38,KNN,ExtraTrees,SISO+Residuals,4,0.996,0.407,0.017,0.203,0.904,0.425,0.085,0.207,0.103
188,LinReg,ExtraTrees,SISO+Residuals,6,0.838,0.42,0.106,0.201,0.82,0.425,0.116,0.207,0.109
198,PolyReg,ExtraTrees,SISO+Residuals,6,0.838,0.42,0.106,0.201,0.82,0.425,0.116,0.207,0.099
35,KNN,DecisionTree,SISO+Residuals,4,0.996,0.407,0.016,0.203,0.904,0.425,0.085,0.207,0.002
75,ExtraTrees,DecisionTree,SISO+Residuals,4,0.919,0.451,0.075,0.195,0.868,0.424,0.099,0.207,0.1
76,ExtraTrees,RandomForest,SISO+Residuals,4,0.921,0.453,0.074,0.195,0.869,0.424,0.099,0.207,0.114
71,ExtraTrees,LinReg,SISO+Residuals,4,0.92,0.451,0.075,0.196,0.87,0.424,0.098,0.208,0.101
106,PolyReg,RandomForest,SISO+Residuals,5,0.829,0.417,0.109,0.202,0.81,0.423,0.119,0.208,0.064
96,LinReg,RandomForest,SISO+Residuals,5,0.829,0.417,0.109,0.202,0.81,0.423,0.119,0.208,0.062
307,KNN,GradientBoosting,SISO+Residuals,9,0.996,0.485,0.017,0.189,0.901,0.422,0.086,0.208,0.174
306,KNN,RandomForest,SISO+Residuals,9,0.996,0.485,0.016,0.189,0.897,0.421,0.088,0.208,0.04
308,KNN,ExtraTrees,SISO+Residuals,9,0.996,0.485,0.016,0.189,0.897,0.421,0.088,0.208,0.233
305,KNN,DecisionTree,SISO+Residuals,9,0.996,0.484,0.016,0.19,0.899,0.421,0.087,0.208,0.002
304,KNN,KNN,SISO+Residuals,9,0.996,0.484,0.016,0.19,0.892,0.421,0.09,0.208,0.001
79,ExtraTrees,MLP,SISO+Residuals,4,0.919,0.448,0.075,0.196,0.868,0.42,0.099,0.208,0.431
309,KNN,MLP,SISO+Residuals,9,0.996,0.482,0.016,0.19,0.895,0.419,0.089,0.208,2.307
147,RandomForest,GradientBoosting,SISO+Residuals,5,0.894,0.444,0.086,0.197,0.851,0.419,0.106,0.209,0.369
301,KNN,LinReg,SISO+Residuals,9,0.996,0.482,0.016,0.19,0.897,0.418,0.088,0.209,0.002
149,RandomForest,MLP,SISO+Residuals,5,0.888,0.442,0.088,0.197,0.848,0.418,0.107,0.209,3.641
293,SVM,SVM,SISO+Residuals,9,0.788,0.394,0.121,0.205,0.784,0.418,0.127,0.209,0.007
143,RandomForest,SVM,SISO+Residuals,5,0.888,0.442,0.088,0.197,0.848,0.418,0.107,0.209,0.161
239,RandomForest,MLP,SISO+Residuals,6,0.894,0.461,0.086,0.194,0.852,0.417,0.105,0.209,3.488
233,RandomForest,SVM,SISO+Residuals,6,0.894,0.461,0.086,0.194,0.852,0.417,0.105,0.209,0.171
237,RandomForest,GradientBoosting,SISO+Residuals,6,0.894,0.461,0.086,0.194,0.852,0.417,0.105,0.209,0.405
83,MLP,SVM,SISO+Residuals,4,0.807,0.364,0.116,0.21,0.791,0.417,0.125,0.209,0.532
232,RandomForest,PolyReg,SISO+Residuals,6,0.899,0.461,0.084,0.194,0.852,0.417,0.105,0.209,0.174
144,RandomForest,KNN,SISO+Residuals,5,0.889,0.441,0.088,0.197,0.848,0.417,0.107,0.209,0.16
142,RandomForest,PolyReg,SISO+Residuals,5,0.893,0.441,0.086,0.197,0.847,0.417,0.107,0.209,0.163
236,RandomForest,RandomForest,SISO+Residuals,6,0.897,0.462,0.085,0.194,0.853,0.415,0.105,0.209,0.132
234,RandomForest,KNN,SISO+Residuals,6,0.895,0.459,0.086,0.194,0.852,0.415,0.105,0.209,0.17
141,RandomForest,LinReg,SISO+Residuals,5,0.89,0.439,0.088,0.198,0.852,0.415,0.105,0.209,0.162
8,LinReg,ExtraTrees,SISO+Residuals,4,0.824,0.404,0.111,0.204,0.811,0.415,0.119,0.209,0.02
18,PolyReg,ExtraTrees,SISO+Residuals,4,0.824,0.404,0.111,0.204,0.811,0.415,0.119,0.209,0.02
289,PolyReg,MLP,SISO+Residuals,9,0.8,0.397,0.118,0.205,0.795,0.413,0.124,0.209,0.068
279,LinReg,MLP,SISO+Residuals,9,0.8,0.397,0.118,0.205,0.795,0.413,0.124,0.209,0.062
231,RandomForest,LinReg,SISO+Residuals,6,0.895,0.457,0.086,0.194,0.854,0.412,0.104,0.21,0.171
73,ExtraTrees,SVM,SISO+Residuals,4,0.919,0.441,0.075,0.197,0.866,0.412,0.1,0.21,0.101
17,PolyReg,GradientBoosting,SISO+Residuals,4,0.837,0.416,0.106,0.202,0.812,0.412,0.119,0.21,0.058
7,LinReg,GradientBoosting,SISO+Residuals,4,0.837,0.416,0.106,0.202,0.812,0.412,0.119,0.21,0.057
145,RandomForest,DecisionTree,SISO+Residuals,5,0.889,0.436,0.088,0.198,0.848,0.411,0.107,0.21,0.16
117,SVM,GradientBoosting,SISO+Residuals,5,0.876,0.432,0.093,0.199,0.837,0.409,0.11,0.21,0.712
116,SVM,RandomForest,SISO+Residuals,5,0.88,0.417,0.091,0.201,0.84,0.402,0.109,0.211,0.063
153,GradientBoosting,SVM,SISO+Residuals,5,0.933,0.476,0.068,0.191,0.862,0.4,0.102,0.212,0.967
202,SVM,PolyReg,SISO+Residuals,6,0.799,0.386,0.118,0.207,0.793,0.4,0.124,0.212,0.01
194,PolyReg,KNN,SISO+Residuals,6,0.996,0.385,0.016,0.207,0.922,0.399,0.076,0.212,0.005
184,LinReg,KNN,SISO+Residuals,6,0.996,0.385,0.016,0.207,0.922,0.399,0.076,0.212,0.003
204,SVM,KNN,SISO+Residuals,6,0.999,0.392,0.01,0.206,0.922,0.398,0.076,0.212,0.004
63,GradientBoosting,SVM,SISO+Residuals,4,0.838,0.422,0.106,0.201,0.809,0.396,0.119,0.212,0.162
303,KNN,SVM,SISO+Residuals,9,0.957,0.491,0.055,0.188,0.834,0.395,0.111,0.213,0.001
118,SVM,ExtraTrees,SISO+Residuals,5,0.875,0.401,0.093,0.204,0.842,0.393,0.109,0.213,0.124
205,SVM,DecisionTree,SISO+Residuals,6,0.797,0.376,0.119,0.208,0.789,0.39,0.125,0.214,0.004
199,PolyReg,MLP,SISO+Residuals,6,0.798,0.376,0.119,0.208,0.79,0.389,0.125,0.214,0.235
189,LinReg,MLP,SISO+Residuals,6,0.798,0.376,0.119,0.208,0.79,0.389,0.125,0.214,0.235
209,SVM,MLP,SISO+Residuals,6,0.787,0.371,0.122,0.209,0.783,0.385,0.128,0.214,2.348
14,PolyReg,KNN,SISO+Residuals,4,0.996,0.367,0.016,0.21,0.92,0.384,0.077,0.215,0.005
4,LinReg,KNN,SISO+Residuals,4,0.996,0.367,0.016,0.21,0.92,0.384,0.077,0.215,0.004
462,PolyReg,PolyReg,SISO+Residuals,19,0.824,0.365,0.111,0.21,0.794,0.383,0.124,0.215,0.203
452,LinReg,PolyReg,SISO+Residuals,19,0.824,0.365,0.111,0.21,0.794,0.383,0.124,0.215,0.102
552,PolyReg,PolyReg,SISO+Residuals,20,0.839,0.363,0.106,0.211,0.773,0.382,0.13,0.215,0.25
542,LinReg,PolyReg,SISO+Residuals,20,0.839,0.363,0.106,0.211,0.773,0.382,0.13,0.215,0.128
201,SVM,LinReg,SISO+Residuals,6,0.793,0.369,0.12,0.21,0.788,0.382,0.126,0.215,0.006
9,LinReg,MLP,SISO+Residuals,4,0.778,0.362,0.124,0.211,0.779,0.382,0.129,0.215,2.082
19,PolyReg,MLP,SISO+Residuals,4,0.778,0.362,0.124,0.211,0.779,0.382,0.129,0.215,2.068
1,LinReg,LinReg,SISO+Residuals,4,0.78,0.362,0.124,0.211,0.779,0.382,0.128,0.215,0.005
11,PolyReg,LinReg,SISO+Residuals,4,0.78,0.362,0.124,0.211,0.779,0.382,0.128,0.215,0.004
12,PolyReg,PolyReg,SISO+Residuals,4,0.784,0.361,0.123,0.211,0.784,0.382,0.127,0.215,0.007
2,LinReg,PolyReg,SISO+Residuals,4,0.784,0.361,0.123,0.211,0.784,0.382,0.127,0.215,0.005
58,RandomForest,ExtraTrees,SISO+Residuals,4,0.878,0.415,0.092,0.202,0.841,0.381,0.109,0.215,0.031
285,PolyReg,DecisionTree,SISO+Residuals,9,0.814,0.381,0.114,0.208,0.794,0.381,0.124,0.215,0.01
275,LinReg,DecisionTree,SISO+Residuals,9,0.814,0.381,0.114,0.208,0.794,0.381,0.124,0.215,0.003
104,PolyReg,KNN,SISO+Residuals,5,0.996,0.366,0.016,0.21,0.922,0.38,0.076,0.215,0.005
94,LinReg,KNN,SISO+Residuals,5,0.996,0.366,0.016,0.21,0.922,0.38,0.076,0.215,0.003
57,RandomForest,GradientBoosting,SISO+Residuals,4,0.877,0.413,0.093,0.202,0.841,0.379,0.109,0.215,0.162
15,PolyReg,DecisionTree,SISO+Residuals,4,0.793,0.36,0.12,0.211,0.785,0.378,0.127,0.216,0.004
5,LinReg,DecisionTree,SISO+Residuals,4,0.793,0.36,0.12,0.211,0.785,0.378,0.127,0.216,0.003
551,PolyReg,LinReg,SISO+Residuals,20,0.791,0.356,0.121,0.212,0.786,0.374,0.127,0.216,0.022
541,LinReg,LinReg,SISO+Residuals,20,0.791,0.356,0.121,0.212,0.786,0.374,0.127,0.216,0.006
461,PolyReg,LinReg,SISO+Residuals,19,0.791,0.355,0.121,0.212,0.786,0.373,0.127,0.216,0.022
451,LinReg,LinReg,SISO+Residuals,19,0.791,0.355,0.121,0.212,0.786,0.373,0.127,0.216,0.005
372,PolyReg,PolyReg,SISO+Residuals,12,0.801,0.354,0.118,0.212,0.791,0.373,0.125,0.217,0.041
362,LinReg,PolyReg,SISO+Residuals,12,0.801,0.354,0.118,0.212,0.791,0.373,0.125,0.217,0.024
101,PolyReg,LinReg,SISO+Residuals,5,0.785,0.35,0.122,0.213,0.782,0.373,0.128,0.217,0.005
91,LinReg,LinReg,SISO+Residuals,5,0.785,0.35,0.122,0.213,0.782,0.373,0.128,0.217,0.004
92,LinReg,PolyReg,SISO+Residuals,5,0.789,0.35,0.121,0.213,0.787,0.373,0.126,0.217,0.006
102,PolyReg,PolyReg,SISO+Residuals,5,0.789,0.35,0.121,0.213,0.787,0.373,0.126,0.217,0.008
182,LinReg,PolyReg,SISO+Residuals,6,0.794,0.354,0.12,0.212,0.789,0.373,0.126,0.217,0.007
192,PolyReg,PolyReg,SISO+Residuals,6,0.794,0.354,0.12,0.212,0.789,0.373,0.126,0.217,0.008
99,LinReg,MLP,SISO+Residuals,5,0.782,0.35,0.123,0.213,0.782,0.373,0.128,0.217,1.791
109,PolyReg,MLP,SISO+Residuals,5,0.782,0.35,0.123,0.213,0.782,0.373,0.128,0.217,1.754
181,LinReg,LinReg,SISO+Residuals,6,0.789,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.004
191,PolyReg,LinReg,SISO+Residuals,6,0.789,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.006
185,LinReg,DecisionTree,SISO+Residuals,6,0.796,0.354,0.119,0.212,0.79,0.372,0.125,0.217,0.003
195,PolyReg,DecisionTree,SISO+Residuals,6,0.796,0.354,0.119,0.212,0.79,0.372,0.125,0.217,0.005
95,LinReg,DecisionTree,SISO+Residuals,5,0.785,0.349,0.122,0.213,0.782,0.372,0.128,0.217,0.003
105,PolyReg,DecisionTree,SISO+Residuals,5,0.785,0.349,0.122,0.213,0.782,0.372,0.128,0.217,0.005
361,LinReg,LinReg,SISO+Residuals,12,0.79,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.006
371,PolyReg,LinReg,SISO+Residuals,12,0.79,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.012
281,PolyReg,LinReg,SISO+Residuals,9,0.789,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.007
271,LinReg,LinReg,SISO+Residuals,9,0.789,0.354,0.121,0.212,0.785,0.372,0.127,0.217,0.005
282,PolyReg,PolyReg,SISO+Residuals,9,0.796,0.353,0.119,0.212,0.791,0.372,0.125,0.217,0.018
272,LinReg,PolyReg,SISO+Residuals,9,0.796,0.353,0.119,0.212,0.791,0.372,0.125,0.217,0.013
273,LinReg,SVM,SISO+Residuals,9,0.779,0.354,0.124,0.212,0.777,0.371,0.129,0.217,0.005
283,PolyReg,SVM,SISO+Residuals,9,0.779,0.354,0.124,0.212,0.777,0.371,0.129,0.217,0.011
3,LinReg,SVM,SISO+Residuals,4,0.765,0.349,0.128,0.213,0.767,0.369,0.132,0.217,0.005
13,PolyReg,SVM,SISO+Residuals,4,0.765,0.349,0.128,0.213,0.767,0.369,0.132,0.217,0.006
52,RandomForest,PolyReg,SISO+Residuals,4,0.883,0.396,0.09,0.205,0.839,0.362,0.11,0.218,0.138
53,RandomForest,SVM,SISO+Residuals,4,0.877,0.396,0.093,0.205,0.841,0.362,0.109,0.218,0.136
193,PolyReg,SVM,SISO+Residuals,6,0.776,0.343,0.125,0.214,0.774,0.361,0.13,0.219,0.007
183,LinReg,SVM,SISO+Residuals,6,0.776,0.343,0.125,0.214,0.774,0.361,0.13,0.219,0.004
103,PolyReg,SVM,SISO+Residuals,5,0.77,0.34,0.126,0.214,0.77,0.361,0.131,0.219,0.006
93,LinReg,SVM,SISO+Residuals,5,0.77,0.34,0.126,0.214,0.77,0.361,0.131,0.219,0.004
55,RandomForest,DecisionTree,SISO+Residuals,4,0.878,0.392,0.092,0.206,0.843,0.36,0.108,0.219,0.135
51,RandomForest,LinReg,SISO+Residuals,4,0.878,0.394,0.092,0.205,0.843,0.359,0.108,0.219,0.136
59,RandomForest,MLP,SISO+Residuals,4,0.877,0.392,0.093,0.206,0.84,0.356,0.109,0.219,2.145
56,RandomForest,RandomForest,SISO+Residuals,4,0.881,0.393,0.091,0.206,0.843,0.354,0.108,0.22,0.03
54,RandomForest,KNN,SISO+Residuals,4,0.878,0.387,0.092,0.207,0.841,0.354,0.109,0.22,0.135
119,SVM,MLP,SISO+Residuals,5,0.801,0.328,0.118,0.216,0.792,0.341,0.125,0.222,0.146
112,SVM,PolyReg,SISO+Residuals,5,0.793,0.324,0.12,0.217,0.79,0.338,0.125,0.222,0.008
203,SVM,SVM,SISO+Residuals,6,0.78,0.323,0.124,0.217,0.773,0.333,0.13,0.223,0.006
114,SVM,KNN,SISO+Residuals,5,0.996,0.329,0.016,0.216,0.921,0.332,0.077,0.223,0.004
115,SVM,DecisionTree,SISO+Residuals,5,0.788,0.311,0.122,0.219,0.783,0.325,0.127,0.225,0.004
123,KNN,SVM,SISO+Residuals,5,0.859,0.394,0.099,0.205,0.744,0.321,0.138,0.225,0.002
111,SVM,LinReg,SISO+Residuals,5,0.788,0.304,0.122,0.22,0.784,0.319,0.127,0.226,0.006
46,DecisionTree,RandomForest,SISO+Residuals,4,0.839,0.333,0.106,0.216,0.809,0.307,0.119,0.228,0.023
33,KNN,SVM,SISO+Residuals,4,0.859,0.297,0.099,0.221,0.753,0.306,0.136,0.228,0.002
47,DecisionTree,GradientBoosting,SISO+Residuals,4,0.83,0.315,0.109,0.218,0.806,0.293,0.12,0.23,0.023
45,DecisionTree,DecisionTree,SISO+Residuals,4,0.828,0.311,0.11,0.219,0.807,0.292,0.12,0.23,0.002
44,DecisionTree,KNN,SISO+Residuals,4,0.828,0.31,0.109,0.219,0.805,0.291,0.121,0.23,0.002
213,KNN,SVM,SISO+Residuals,6,0.86,0.361,0.099,0.211,0.718,0.291,0.145,0.23,0.002
48,DecisionTree,ExtraTrees,SISO+Residuals,4,0.83,0.314,0.109,0.219,0.806,0.291,0.12,0.23,0.018
42,DecisionTree,PolyReg,SISO+Residuals,4,0.828,0.311,0.109,0.219,0.806,0.29,0.12,0.23,0.005
41,DecisionTree,LinReg,SISO+Residuals,4,0.827,0.311,0.11,0.219,0.806,0.29,0.121,0.23,0.003
49,DecisionTree,MLP,SISO+Residuals,4,0.827,0.309,0.11,0.219,0.804,0.288,0.121,0.231,0.382
43,DecisionTree,SVM,SISO+Residuals,4,0.826,0.3,0.11,0.221,0.803,0.278,0.121,0.232,0.003
27,SVM,GradientBoosting,SISO+Residuals,4,0.865,0.301,0.097,0.221,0.828,0.276,0.113,0.233,0.66
266,MLP,RandomForest,SISO+Residuals,6,0.851,0.153,0.102,0.243,0.825,0.259,0.114,0.235,0.405
26,SVM,RandomForest,SISO+Residuals,4,0.884,0.285,0.09,0.223,0.841,0.257,0.109,0.236,0.061
113,SVM,SVM,SISO+Residuals,5,0.776,0.242,0.125,0.23,0.77,0.252,0.131,0.237,0.006
22,SVM,PolyReg,SISO+Residuals,4,0.786,0.225,0.122,0.232,0.776,0.252,0.129,0.237,0.007
267,MLP,GradientBoosting,SISO+Residuals,6,0.846,0.143,0.103,0.244,0.824,0.251,0.115,0.237,1.408
265,MLP,DecisionTree,SISO+Residuals,6,0.833,0.142,0.108,0.244,0.812,0.25,0.119,0.237,0.329
268,MLP,ExtraTrees,SISO+Residuals,6,0.831,0.138,0.108,0.245,0.814,0.246,0.118,0.237,0.414
264,MLP,KNN,SISO+Residuals,6,0.832,0.134,0.108,0.246,0.813,0.244,0.118,0.238,0.33
21,SVM,LinReg,SISO+Residuals,4,0.779,0.215,0.124,0.234,0.771,0.244,0.131,0.238,0.005
262,MLP,PolyReg,SISO+Residuals,6,0.832,0.134,0.108,0.246,0.814,0.243,0.118,0.238,0.333
261,MLP,LinReg,SISO+Residuals,6,0.832,0.134,0.108,0.246,0.814,0.243,0.118,0.238,0.33
28,SVM,ExtraTrees,SISO+Residuals,4,0.866,0.246,0.097,0.229,0.833,0.243,0.112,0.238,0.112
269,MLP,MLP,SISO+Residuals,6,0.831,0.128,0.108,0.246,0.813,0.237,0.118,0.239,5.884
263,MLP,SVM,SISO+Residuals,6,0.826,0.124,0.11,0.247,0.807,0.234,0.12,0.239,0.331
134,DecisionTree,KNN,SISO+Residuals,5,0.859,0.198,0.099,0.236,0.824,0.207,0.115,0.243,0.002
24,SVM,KNN,SISO+Residuals,4,0.996,0.192,0.016,0.237,0.916,0.206,0.079,0.244,0.003
138,DecisionTree,ExtraTrees,SISO+Residuals,5,0.856,0.192,0.1,0.237,0.821,0.205,0.116,0.244,0.09
132,DecisionTree,PolyReg,SISO+Residuals,5,0.86,0.193,0.099,0.237,0.823,0.205,0.115,0.244,0.005
136,DecisionTree,RandomForest,SISO+Residuals,5,0.862,0.193,0.098,0.237,0.825,0.2,0.114,0.245,0.024
131,DecisionTree,LinReg,SISO+Residuals,5,0.856,0.188,0.1,0.238,0.821,0.199,0.116,0.245,0.003
137,DecisionTree,GradientBoosting,SISO+Residuals,5,0.866,0.188,0.097,0.238,0.827,0.198,0.114,0.245,0.964
135,DecisionTree,DecisionTree,SISO+Residuals,5,0.856,0.186,0.1,0.238,0.821,0.198,0.116,0.245,0.002
25,SVM,DecisionTree,SISO+Residuals,4,0.79,0.179,0.121,0.239,0.783,0.195,0.127,0.245,0.003
23,SVM,SVM,SISO+Residuals,4,0.772,0.156,0.126,0.243,0.768,0.195,0.132,0.245,0.005
139,DecisionTree,MLP,SISO+Residuals,5,0.856,0.176,0.1,0.24,0.821,0.187,0.116,0.247,1.88
133,DecisionTree,SVM,SISO+Residuals,5,0.855,0.161,0.1,0.242,0.819,0.171,0.116,0.249,0.003
29,SVM,MLP,SISO+Residuals,4,0.8,0.141,0.118,0.245,0.788,0.159,0.126,0.251,0.177
312,DecisionTree,PolyReg,SISO+Residuals,9,0.866,-0.042,0.097,0.269,0.727,-0.116,0.143,0.289,0.014
314,DecisionTree,KNN,SISO+Residuals,9,0.999,-0.048,0.009,0.27,0.877,-0.122,0.096,0.29,0.002
311,DecisionTree,LinReg,SISO+Residuals,9,0.854,-0.052,0.101,0.271,0.778,-0.127,0.129,0.29,0.004
316,DecisionTree,RandomForest,SISO+Residuals,9,0.867,-0.06,0.096,0.272,0.788,-0.135,0.126,0.291,0.104
318,DecisionTree,ExtraTrees,SISO+Residuals,9,0.853,-0.072,0.101,0.273,0.78,-0.148,0.128,0.293,0.051
317,DecisionTree,GradientBoosting,SISO+Residuals,9,0.854,-0.084,0.101,0.275,0.78,-0.161,0.128,0.295,0.269
319,DecisionTree,MLP,SISO+Residuals,9,0.852,-0.09,0.102,0.276,0.778,-0.168,0.129,0.296,2.093
315,DecisionTree,DecisionTree,SISO+Residuals,9,0.853,-0.101,0.101,0.277,0.779,-0.178,0.129,0.297,0.002
313,DecisionTree,SVM,SISO+Residuals,9,0.852,-0.1,0.101,0.277,0.778,-0.179,0.129,0.297,0.004
492,DecisionTree,PolyReg,SISO+Residuals,19,0.875,-0.234,0.093,0.293,0.775,-0.282,0.13,0.31,0.136
497,DecisionTree,GradientBoosting,SISO+Residuals,19,0.838,-0.271,0.106,0.298,0.817,-0.325,0.117,0.315,1.188
496,DecisionTree,RandomForest,SISO+Residuals,19,0.84,-0.267,0.106,0.297,0.816,-0.328,0.117,0.315,0.096
495,DecisionTree,DecisionTree,SISO+Residuals,19,0.818,-0.305,0.113,0.301,0.804,-0.353,0.121,0.318,0.002
498,DecisionTree,ExtraTrees,SISO+Residuals,19,0.824,-0.306,0.111,0.302,0.809,-0.356,0.12,0.318,0.012
491,DecisionTree,LinReg,SISO+Residuals,19,0.82,-0.306,0.112,0.302,0.805,-0.357,0.121,0.319,0.005
494,DecisionTree,KNN,SISO+Residuals,19,0.817,-0.309,0.113,0.302,0.802,-0.358,0.122,0.319,0.002
499,DecisionTree,MLP,SISO+Residuals,19,0.817,-0.314,0.113,0.303,0.802,-0.365,0.122,0.319,2.236
357,MLP,GradientBoosting,SISO+Residuals,9,0.854,-0.376,0.101,0.31,0.826,-0.367,0.114,0.32,3.343
352,MLP,PolyReg,SISO+Residuals,9,0.846,-0.376,0.104,0.31,0.804,-0.369,0.121,0.32,2.163
351,MLP,LinReg,SISO+Residuals,9,0.839,-0.394,0.106,0.312,0.817,-0.38,0.117,0.321,2.152
356,MLP,RandomForest,SISO+Residuals,9,0.876,-0.382,0.093,0.31,0.834,-0.4,0.111,0.324,2.203
353,MLP,SVM,SISO+Residuals,9,0.838,-0.431,0.106,0.316,0.815,-0.415,0.118,0.325,2.153
493,DecisionTree,SVM,SISO+Residuals,19,0.815,-0.364,0.114,0.308,0.798,-0.417,0.123,0.325,0.004
355,MLP,DecisionTree,SISO+Residuals,9,0.841,-0.422,0.105,0.315,0.817,-0.419,0.117,0.326,2.152
358,MLP,ExtraTrees,SISO+Residuals,9,0.842,-0.428,0.105,0.315,0.819,-0.425,0.116,0.326,2.241
354,MLP,KNN,SISO+Residuals,9,0.841,-0.422,0.105,0.315,0.817,-0.429,0.117,0.327,2.151
359,MLP,MLP,SISO+Residuals,9,0.843,-0.474,0.104,0.32,0.82,-0.472,0.116,0.332,0.306
302,KNN,PolyReg,SISO+Residuals,9,,,0.015,,,,27.814,,0.018
392,KNN,PolyReg,SISO+Residuals,12,,,0.01,,,,298056509.854,,0.057
482,KNN,PolyReg,SISO+Residuals,19,,,0.0,,,,1879053.819,,0.126
602,GradientBoosting,PolyReg,SISO+Residuals,20,,,0.077,,,,0.147,,0.715
