index,MODEL,RESIDUAL MODEL,INPUTS,BEST LAG,R2 OSA TRAIN,R2 FS TRAIN,RMSE OSA TRAIN,RMSE FS TRAIN,R2 OSA TOTAL,R2 FS TOTAL,RMSE OSA TOTAL,RMSE FS TOTAL,TIME MEAN
362,LinReg,PolyReg,MISO+residuals,12,,,0.104,,,,0.12,,0.387
372,PolyReg,PolyReg,MISO+residuals,12,,,0.1,,,,0.12,,0.761
382,SVM,PolyReg,MISO+residuals,12,,,0.099,,,,0.12,,0.509
392,KNN,PolyReg,MISO+residuals,12,,,0.0,,,,128359.284,,0.968
402,DecisionTree,PolyReg,MISO+residuals,12,,,0.088,,,,0.135,,0.375
412,RandomForest,PolyReg,MISO+residuals,12,,,0.06,,,,0.1,,1.408
422,GradientBoosting,PolyReg,MISO+residuals,12,,,0.064,,,,0.15,,1.355
432,ExtraTrees,PolyReg,MISO+residuals,12,,,0.038,,,,0.178,,0.838
442,MLP,PolyReg,MISO+residuals,12,,,0.077,,,,0.114,,2.73
452,LinReg,PolyReg,MISO+residuals,19,,,0.082,,,,0.13,,3.279
462,PolyReg,PolyReg,MISO+residuals,19,,,0.081,,,,0.139,,6.42
472,SVM,PolyReg,MISO+residuals,19,,,0.081,,,,0.131,,3.116
482,KNN,PolyReg,MISO+residuals,19,,,0.0,,,,1749059.233,,15.666
492,DecisionTree,PolyReg,MISO+residuals,19,,,0.081,,,,0.169,,2.71
502,RandomForest,PolyReg,MISO+residuals,19,,,0.043,,,,0.143,,5.89
512,GradientBoosting,PolyReg,MISO+residuals,19,,,0.0,,,,0.358,,3.178
522,ExtraTrees,PolyReg,MISO+residuals,19,,,0.061,,,,0.15,,5.462
532,MLP,PolyReg,MISO+residuals,19,,,0.09,,,,0.118,,2.745
541,LinReg,LinReg,MISO+residuals,20,,,0.108,0.339,,,0.12,0.491,0.016
542,LinReg,PolyReg,MISO+residuals,20,,,0.076,,,,0.134,,4.541
552,PolyReg,PolyReg,MISO+residuals,20,,,0.077,,,,0.145,,8.407
562,SVM,PolyReg,MISO+residuals,20,,,0.079,,,,0.129,,3.463
572,KNN,PolyReg,MISO+residuals,20,,,0.0,,,,1597062.329,,24.942
582,DecisionTree,PolyReg,MISO+residuals,20,,,0.092,,,,0.147,,3.574
592,RandomForest,PolyReg,MISO+residuals,20,,,0.052,,,,0.176,,5.341
602,GradientBoosting,PolyReg,MISO+residuals,20,,,0.051,,,,0.289,,8.425
612,ExtraTrees,PolyReg,MISO+residuals,20,,,0.056,,,,0.207,,7.252
622,MLP,PolyReg,MISO+residuals,20,,,0.064,,,,0.219,,6.713
